subjects	S	age	R	rt
5	right	age25	right	0.804850094334374
5	right	age25	left	0.88226469043694
5	right	age25	right	0.434765128929455
5	left	age25	right	0.521256366986263
5	left	age25	right	0.499557311398151
5	left	age25	right	0.759635554992099
5	left	age25	left	0.739561381845527
5	left	age25	right	0.640415637775825
5	left	age25	right	0.529820676597495
5	right	age25	left	0.635617976702616
5	right	age25	right	0.783274922893802
5	left	age25	left	0.998503770069121
5	left	age25	left	0.552130181300399
5	right	age25	right	0.461157631149215
5	left	age25	left	0.625937859637504
5	right	age25	left	0.508420100055045
5	left	age25	left	0.412954080768081
5	right	age25	left	0.736510611998625
5	left	age25	right	0.506080017783593
5	right	age25	right	0.523978912624131
5	right	age25	right	0.454331563370969
5	right	age25	right	0.718190508216152
5	right	age25	right	0.697360054940171
5	left	age25	right	0.61498086213133
5	right	age25	left	0.49715546504159
5	left	age25	right	0.533203498541964
5	left	age25	right	0.685288322364948
5	left	age25	left	0.775732120731642
5	right	age25	right	0.448591025909189
5	right	age25	left	0.479290683712134
5	right	age25	left	0.511750660261635
5	right	age25	right	0.448188418385293
5	left	age25	right	0.953000624388393
5	left	age25	left	1.46064306013669
5	right	age25	right	0.467863976779605
5	left	age25	right	0.64341320001428
5	left	age25	right	0.895893676004194
5	right	age25	right	0.653578922863826
5	left	age25	left	0.696432665240634
5	left	age25	left	0.765408818877716
5	right	age25	right	0.553798720278605
5	left	age25	left	0.843673969037242
6	right	age17	right	0.445586080943773
6	right	age17	left	0.55672986304078
6	left	age17	right	0.420302693586023
6	left	age17	left	0.382591867463217
6	right	age17	right	0.487950860048102
6	right	age17	left	0.427679333167029
6	right	age17	left	0.513103648386613
6	right	age17	left	0.468328998195486
6	right	age17	left	0.397399409887328
6	left	age17	left	0.396339258793177
6	right	age17	right	0.449700439600133
6	right	age17	right	0.387697234227327
6	right	age17	left	0.383980610097153
6	right	age17	right	0.419085911689639
6	left	age17	left	0.502235557544502
6	left	age17	right	0.613499930856487
6	right	age17	left	0.537962908357601
6	right	age17	left	0.443220520716183
6	right	age17	left	0.392623108854537
6	right	age17	right	0.51160185036495
6	left	age17	right	0.487503729360705
6	left	age17	right	0.400479657082742
6	right	age17	right	0.432363025286607
6	right	age17	right	0.383977420165116
6	left	age17	right	0.43971486724806
6	left	age17	left	0.541242984608944
6	left	age17	left	0.535447885217122
6	left	age17	right	0.409482752424276
6	right	age17	right	0.612206147542221
6	left	age17	right	0.397040063720109
6	left	age17	right	0.444479540626323
6	left	age17	left	0.384750465603384
6	left	age17	left	0.380054505817194
6	right	age17	left	0.557997246294752
6	left	age17	left	0.408122893660206
6	left	age17	left	0.57727355075948
6	right	age17	right	0.487318917683781
6	left	age17	right	0.428507864058547
6	left	age17	right	0.487737646442927
6	right	age17	left	0.465975818871513
6	right	age17	left	0.529179865110878
6	right	age17	right	0.455734732799525
6	left	age17	right	0.812399915496546
6	left	age17	right	0.431651431855224
6	right	age17	left	0.397284854348545
6	left	age17	left	0.452814799626051
6	left	age17	left	0.513002616242943
6	right	age17	right	0.669516053263161
6	right	age17	left	0.42330909044295
6	right	age17	right	0.892884392788299
6	left	age17	right	0.467436843700961
6	left	age17	right	0.544589060329585
6	left	age17	right	0.501514070476702
6	right	age17	left	0.5300162740031
6	left	age17	left	0.603296356173523
6	left	age17	right	0.562563677310021
6	right	age17	left	0.466044756165332
6	right	age17	left	0.561680233036024
6	right	age17	left	0.38065118355826
6	left	age17	right	0.694229372503959
6	right	age17	left	0.618899836394035
6	left	age17	right	0.541882399900325
6	left	age17	left	0.593789383267451
6	left	age17	right	0.545585298751922
6	left	age17	left	0.421744492114354
6	right	age17	right	0.453359792938273
6	right	age17	right	0.533938966986532
6	left	age17	left	0.39073502374391
6	left	age17	right	0.523560193369951
6	left	age17	left	0.433085047485553
6	right	age17	right	0.420739692099819
6	right	age17	left	0.434600383538647
6	left	age17	right	0.648293838870134
6	left	age17	right	0.441453368578315
6	right	age17	left	0.427119033655375
6	right	age17	right	0.526443891592586
6	left	age17	left	0.435094170238479
6	left	age17	left	0.401268308893522
6	right	age17	right	0.520560149334366
6	right	age17	left	0.598542107457846
6	left	age17	right	0.417260556410291
6	right	age17	left	0.636523090854446
6	right	age17	left	0.555921856679964
6	left	age17	left	0.472540217142688
6	right	age17	right	0.393373985679978
6	right	age17	left	0.454303630696797
6	right	age17	left	0.407676174250378
6	left	age17	right	0.793578842465822
6	left	age17	right	0.54497790481241
6	left	age17	left	0.413200394112658
6	left	age17	right	0.421586606480848
6	left	age17	right	0.576594379134531
6	left	age17	right	0.418347490785656
6	left	age17	right	0.578205454059379
6	left	age17	left	0.440340293784703
6	left	age17	right	0.645064334432545
6	right	age17	right	0.71636625325687
6	left	age17	left	0.542111044025757
6	right	age17	left	0.669257587234033
6	right	age17	left	0.492228633968665
6	right	age17	left	0.542119056606354
6	left	age17	left	0.38795371364236
6	right	age17	right	0.399862216312805
6	right	age17	right	0.505748697653708
6	right	age17	right	0.399713232296183
6	left	age17	right	0.475219164026875
6	left	age17	right	0.437984295398049
6	right	age17	left	0.379140457870421
6	right	age17	right	0.384946384982496
6	left	age17	left	0.435400301087344
6	right	age17	right	0.394468568999532
6	left	age17	left	0.651912339731481
6	left	age17	left	0.466270704187788
6	right	age17	left	0.617867317317629
6	left	age17	left	0.528385745971282
6	right	age17	right	0.421575999445043
6	left	age17	right	0.662507304090551
6	right	age17	left	0.396724146777307
6	right	age17	left	0.446101048185229
6	left	age17	right	0.682948289835658
6	right	age17	right	0.46636427932501
6	left	age17	left	0.375300000233744
6	left	age17	left	0.523846570974003
6	left	age17	left	0.424049665961379
6	right	age17	left	0.435011556965667
6	left	age17	right	0.446605683914073
6	left	age17	left	0.402668300498825
6	right	age17	left	0.416091653164447
6	right	age17	right	0.465334029150447
6	right	age17	right	0.720079758114196
6	right	age17	right	0.561278734063205
6	right	age17	left	0.409301886123356
6	right	age17	right	0.414735611740881
6	left	age17	right	0.462828843553907
6	left	age17	right	0.426702889331739
6	right	age17	left	0.507841160574548
6	left	age17	left	0.675220642897698
6	left	age17	left	0.535199418180792
6	left	age17	right	0.416575046380193
6	right	age17	left	0.471008457976833
6	right	age17	right	0.394264748045485
6	left	age17	left	0.42788982074254
6	left	age17	left	0.414876504345052
6	left	age17	right	0.412935929684537
6	right	age17	right	0.461698403646621
6	right	age17	left	0.710038845674289
6	right	age17	left	0.529468131981118
6	left	age17	left	0.392297159965663
6	right	age17	right	0.442178868893214
6	left	age17	left	0.42022270380148
6	right	age17	right	0.40005329421064
6	left	age17	left	0.444622017310886
6	right	age17	left	0.420425390901238
6	left	age17	right	0.398399761523254
6	left	age17	right	0.490422566252524
6	right	age17	right	0.59256680464485
6	left	age17	right	0.47553888631536
6	right	age17	left	0.410433294588847
6	left	age17	left	0.413335546134081
6	left	age17	right	0.380847510873977
6	right	age17	right	0.415663338398923
6	right	age17	right	0.470078654165853
6	left	age17	left	0.403688228530816
6	right	age17	right	0.462035649851076
6	left	age17	right	0.407077929379119
6	right	age17	left	0.414577088726796
6	left	age17	right	0.417969243856038
6	left	age17	left	0.550009655402497
6	right	age17	left	0.528047271322504
6	right	age17	right	0.556951957393139
6	left	age17	left	0.418119686936835
6	left	age17	left	0.451004126088235
6	right	age17	right	0.381413396944441
6	right	age17	left	0.396603209941647
6	left	age17	left	0.405577898442942
6	right	age17	left	0.458394655694274
6	left	age17	right	0.423748566218606
6	left	age17	right	0.403134342406136
6	left	age17	left	0.427133697216056
6	left	age17	right	0.414845454995343
6	left	age17	left	0.638585807231586
6	left	age17	right	0.495959725287399
6	right	age17	right	0.384090694131066
6	right	age17	left	0.377731058131875
6	right	age17	left	0.521210720252095
6	right	age17	right	0.423677845083897
6	right	age17	left	1.16759294201305
6	left	age17	right	0.428265102612913
6	left	age17	right	0.674724586124424
6	right	age17	right	0.500176405554132
6	left	age17	left	0.436515085969533
6	left	age17	right	0.467111522270835
6	right	age17	right	0.74894361932466
6	left	age17	left	0.458274657511226
6	left	age17	right	0.389465599273875
6	right	age17	left	0.39510338187456
6	left	age17	right	0.491189778811945
6	right	age17	right	0.79368097346661
6	right	age17	right	0.451911424327099
6	right	age17	right	0.845236762038498
6	left	age17	left	0.447325271625655
6	left	age17	left	0.444149407824406
6	right	age17	right	0.550450790792807
6	left	age17	left	0.410969505624448
6	right	age17	right	0.593661744578311
6	left	age17	left	0.421070892574624
6	right	age17	left	0.416856154423439
6	right	age17	left	0.487764338706556
6	right	age17	right	0.469089465855592
6	left	age17	right	0.378254176708994
6	right	age17	left	0.571267832254997
6	right	age17	right	0.659181466259095
6	right	age17	right	0.541621740584138
6	right	age17	left	0.486577067893693
6	right	age17	right	0.393246258889733
6	right	age17	right	0.431841037322332
6	left	age17	left	0.685160757619427
6	left	age17	left	0.474461420681155
6	right	age17	left	0.962853076130355
6	left	age17	right	0.518567909913211
6	right	age17	right	0.521305217450318
6	left	age17	right	0.417683924725969
6	right	age17	left	0.54243465926221
6	right	age17	left	0.455767678703323
6	left	age17	left	0.406381056545362
6	left	age17	left	0.450599282235384
6	left	age17	left	0.446063928878456
6	right	age17	left	0.424408752735678
6	right	age17	right	0.440502599971002
6	left	age17	right	0.430429219000432
6	left	age25	left	0.565757605762512
6	left	age25	left	0.733780545823371
6	left	age25	left	0.501309508279457
6	right	age25	right	0.538091754138749
6	right	age25	left	0.791686975375332
6	right	age25	right	0.504146630899176
6	left	age25	right	0.566504675700358
6	left	age25	left	0.581802462641392
6	left	age25	left	0.393871387114277
6	right	age25	left	0.63257933428442
6	left	age25	left	0.59244154238395
6	left	age25	left	0.652516317292867
6	left	age25	left	0.582005785603286
6	left	age25	left	0.672162698282515
6	left	age25	left	1.09370757559567
6	left	age25	right	0.536534800251625
6	left	age25	right	0.794191186136389
6	left	age25	left	0.582249700276412
6	right	age25	right	0.943797660207954
6	left	age25	right	0.449794681225359
6	left	age25	right	0.793194507094352
6	left	age25	left	0.837873610085249
6	left	age25	right	0.494290020257371
6	right	age25	right	0.970722343705592
6	left	age25	right	0.706815654724812
6	left	age25	right	0.497065717349253
6	left	age25	right	0.779715311035376
6	right	age25	right	0.943904691937882
6	right	age25	left	0.653962356765601
6	right	age25	right	0.470053944899663
6	left	age25	left	0.473222833052049
6	left	age25	right	0.572167274940299
6	right	age25	left	1.12422737418676
6	left	age25	right	0.488208134132248
6	left	age25	left	0.43566826559322
6	right	age25	left	0.668006345035556
6	right	age25	left	0.454271038837262
6	left	age25	left	0.434189726827217
6	left	age25	right	0.468582367236838
6	left	age25	left	0.479590368993546
6	right	age25	right	0.497890397497251
6	right	age25	left	0.4095256181874
6	right	age25	right	0.812051258482781
6	left	age25	left	0.477715866961146
6	right	age25	right	1.04960982788281
6	right	age25	right	0.658761386578743
6	left	age25	left	0.467068802021024
6	left	age25	left	0.713187661868202
6	right	age25	right	0.535206058409855
6	right	age25	right	0.880367988955418
6	right	age25	left	1.13530547134509
6	left	age25	left	0.984768991659851
6	right	age25	right	0.473675796666933
6	right	age25	right	0.625290182940648
6	right	age25	left	0.459174640631943
6	right	age25	right	0.778164111296358
6	left	age25	left	0.524909949043244
6	left	age25	right	0.566732218356572
6	left	age25	right	0.859017711207303
6	left	age25	right	0.617662991051506
6	right	age25	right	0.826128215877545
6	right	age25	left	0.568977819081708
6	left	age25	left	0.899189442210963
6	right	age25	right	0.436032358500603
6	left	age25	left	0.417173720523364
6	left	age25	left	0.634517381284394
6	right	age25	left	0.523461974548913
6	left	age25	left	0.435369963387434
6	right	age25	right	0.438512018276146
6	right	age25	right	0.764759993853803
6	right	age25	right	0.449341974921326
6	left	age25	right	0.418942873018565
6	right	age25	left	0.623973531090316
6	right	age25	left	0.771540099866544
6	left	age25	left	0.402037353594045
6	right	age25	right	0.818449476023547
6	right	age25	left	0.639663114105843
6	left	age25	left	0.874540619645474
6	right	age25	left	0.429378579850055
6	left	age25	left	0.404479723155974
6	right	age25	left	0.456002022987679
6	right	age25	left	0.41733175730184
6	left	age25	left	0.807522717911535
6	right	age25	left	1.03565308229432
6	right	age25	right	0.810282608204994
6	right	age25	right	0.407205777467092
6	right	age25	left	0.417853017628114
6	left	age25	left	0.932865013175822
6	right	age25	right	0.414464019713505
6	right	age25	right	0.482320102715833
6	left	age25	right	0.442040831560669
6	left	age25	left	0.990645075735548
6	right	age25	left	0.5169334362251
6	left	age25	right	0.572218594296828
6	left	age25	left	0.743552993199832
6	right	age25	left	0.748939480551023
6	left	age25	right	0.496392314743388
6	right	age25	left	0.474184574348613
6	right	age25	left	0.527082138522049
6	left	age25	left	0.558104008392249
6	right	age25	left	0.74885155917752
6	right	age25	right	0.526558270967561
6	left	age25	left	0.438708804178233
6	right	age25	left	1.54195477083925
6	left	age25	left	0.471238668082075
6	left	age25	left	0.624057160139865
6	right	age25	left	0.413509310655816
6	left	age25	right	0.502477327420152
6	right	age25	right	0.806397756493764
6	left	age25	left	0.701611397653845
6	right	age25	right	0.610081632294764
6	left	age25	left	0.699384707378646
6	right	age25	left	0.575926787946264
6	left	age25	right	1.09322772219277
6	left	age25	left	1.13955092066569
6	right	age25	left	0.649936365758708
6	right	age25	right	0.425805206622936
6	left	age25	left	0.424759320875056
6	left	age25	left	0.452729738449866
6	right	age25	left	0.487135173626956
6	left	age25	left	0.945545027033123
6	right	age25	right	0.935048336180575
6	right	age25	left	0.525966628483878
6	right	age25	right	0.422616993523151
6	right	age25	left	0.728743638162505
6	right	age25	left	0.396908127628935
6	left	age25	left	0.674003251679088
6	right	age25	right	0.812472737616411
